URL,Address,City,Price,Beds,Baths,Ratings
https://www.realtor.com/realestateandhomes-detail/22236-W-Norwich-Ln_Plainfield_IL_60544_M80216-40286,22236 W Norwich Ln,Plainfield,155000,2,3,3
https://www.realtor.com/realestateandhomes-detail/22963-Judith-Dr_Plainfield_IL_60586_M74821-29864,22963 Judith Dr,Plainfield,184900,3,2,3
https://www.realtor.com/realestateandhomes-detail/241-Douglass-Way_Bolingbrook_IL_60440_M72444-66056,241 Douglass Way,Bolingbrook,165900,2,3,2
https://www.realtor.com/realestateandhomes-detail/2417-Millpond-Ct_Plainfield_IL_60586_M73564-86776,2417 Millpond Ct,Plainfield,199900,2,3,2
https://www.realtor.com/realestateandhomes-detail/24224-W-Walnut-Cir_Plainfield_IL_60585_M87774-27103,24224 W Walnut Cir,Plainfield,200000,2,3,2
https://www.realtor.com/realestateandhomes-detail/24612-George-Washington-Dr_Plainfield_IL_60544_M88056-58151,24612 George Washington Dr,Plainfield,199900,2,3,2
https://www.realtor.com/realestateandhomes-detail/24614-George-Washington-Dr_Plainfield_IL_60544_M71359-19108,24614 George Washington Dr,Plainfield,199000,3,3,3
https://www.realtor.com/realestateandhomes-detail/24716-George-Washington-Dr_Plainfield_IL_60544_M80147-91393,24716 George Washington Dr,Plainfield,185000,2,3,2
https://www.realtor.com/realestateandhomes-detail/24718-McCormick-Way_Manhattan_IL_60442_P412235129710,24718 McCormick Way,Manhattan,193990,2,3,2
https://www.realtor.com/realestateandhomes-detail/24718-McCormick-Way_Manhattan_IL_60442_P412373414695,24718 McCormick Way,Manhattan,188990,3,3,3
https://www.realtor.com/realestateandhomes-detail/24718-McCormick-Way_Manhattan_IL_60442_P414864715094,24718 McCormick Way,Manhattan,183990,3,3,3
https://www.realtor.com/realestateandhomes-detail/24718-McCormick-Way_Manhattan_IL_60442_P417000443682,24718 McCormick Way,Manhattan,190990,3,3,3
https://www.realtor.com/realestateandhomes-detail/24718-McCormick-Way_Manhattan_IL_60442_P411947832585,24718 McCormick Way,Manhattan,194990,3,3,3
https://www.realtor.com/realestateandhomes-detail/24718-McCormick-Way_Manhattan_IL_60442_P412773431976,24718 McCormick Way,Manhattan,178990,3,3,3
https://www.realtor.com/realestateandhomes-detail/24718-McCormick-Way_Manhattan_IL_60442_P414090664178,24718 McCormick Way,Manhattan,173990,2,3,2
https://www.realtor.com/realestateandhomes-detail/24718-McCormick-Way_Manhattan_IL_60442_P413402781128,24718 McCormick Way,Manhattan,168990,3,3,4
https://www.realtor.com/realestateandhomes-detail/24837-Gates-Ct_Plainfield_IL_60585_M86917-24792,24837 Gates Ct,Plainfield,199999,3,2,2
https://www.realtor.com/realestateandhomes-detail/24944-Clare-Cir_Manhattan_IL_60442_M77818-80475,24944 Clare Cir,Manhattan,189000,3,3,3
https://www.realtor.com/realestateandhomes-detail/25-Cour-Saint-Tropez_Palos-Hills_IL_60465_M97394-30410,25 Cour Saint Tropez,Palos Hills,163000,2,3,2
https://www.realtor.com/realestateandhomes-detail/25137-Faraday-Rd_Manhattan_IL_60442_M70140-32880,25137 Faraday Rd,Manhattan,164900,3,3,4
https://www.realtor.com/realestateandhomes-detail/25250-Colligan-St_Manhattan_IL_60442_M83706-82367,25250 Colligan St,Manhattan,189900,3,3,3
https://www.realtor.com/realestateandhomes-detail/2610-Old-Woods-Trl_Plainfield_IL_60586_M72312-35943,2610 Old Woods Trl Unit 2610,Plainfield,185000,3,2,2
https://www.realtor.com/realestateandhomes-detail/2802-Sun-Valley-Dr_Plainfield_IL_60586_M72627-06068,2802 Sun Valley Dr,Plainfield,175000,3,3,3
https://www.realtor.com/realestateandhomes-detail/3-W-Millstone-Ct-A_Palos-Hills_IL_60465_M85137-51425,3 W Millstone Ct Unit A,Palos Hills,179000,3,3,3
https://www.realtor.com/realestateandhomes-detail/3049-Creekside-Dr_Plainfield_IL_60586_M75724-74187,3049 Creekside Dr,Plainfield,159000,3,3,4
https://www.realtor.com/realestateandhomes-detail/3301-Heritage-Lake-Dr_Lockport_IL_60441_M84042-47089,3301 Heritage Lake Dr,Lockport,189000,2,3,2
